conds,parset,model,ATM_ATR,BRAF,CASP3,CDC25A,CDC25B_C,CDK1,CHEK1,CHEK2,DSB_SSB,EGFR,MEK,MK2,Mitosis,Proliferation,RAS,TP53,p38,DNArepair
"kras$\Delta$, DNAdam, 0/mk2i",68,model0001.bnet,0.134,1.0,0.144,0.856,0.856,0.856,,0.134,0.134,0.85,1.0,0.134,1.0,0.856,1.0,0.134,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",68,model0001.bnet,0.142,1.0,0.152,0.848,0.848,0.848,,0.142,0.142,0.862,1.0,,1.0,0.848,1.0,0.142,1.0,
"wt, no DNAdam",69,model0001.bnet,,0.803,,0.16,0.16,0.16,0.803,,,0.803,0.803,,0.612,0.612,0.803,,0.803,
"kras$\Delta$, no DNAdam, 0/0",69,model0001.bnet,,1.0,,,,,1.0,,,0.798,1.0,,0.598,0.598,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",69,model0001.bnet,0.159,1.0,0.166,,,,1.0,0.159,0.159,0.85,1.0,0.159,0.192,0.027,1.0,0.159,1.0,
"kras$\Delta$, DNAdam, chek1i/0",69,model0001.bnet,0.206,1.0,0.216,0.784,0.784,0.784,,0.206,0.206,0.862,1.0,0.206,1.0,0.784,1.0,0.206,1.0,0.0
"kras$\Delta$, DNAdam, 0/mk2i",69,model0001.bnet,0.195,1.0,0.202,0.798,0.798,0.798,,0.195,0.195,0.875,1.0,0.195,1.0,0.797,1.0,0.195,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",69,model0001.bnet,0.217,1.0,0.225,0.775,0.775,0.775,,0.217,0.217,0.853,1.0,,1.0,0.775,1.0,0.217,1.0,
"wt, no DNAdam",70,model0001.bnet,,0.808,,0.156,0.156,0.156,0.808,,,0.808,0.808,,0.588,0.588,0.808,,0.808,
"kras$\Delta$, no DNAdam, 0/0",70,model0001.bnet,,1.0,,,,,1.0,,,0.796,1.0,,0.62,0.62,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",70,model0001.bnet,0.159,1.0,0.164,,,,1.0,0.159,0.159,0.875,1.0,0.159,0.185,0.021,1.0,0.159,1.0,
"kras$\Delta$, DNAdam, chek1i/0",70,model0001.bnet,0.192,1.0,0.202,0.798,0.798,0.798,,0.192,0.192,0.854,1.0,0.192,1.0,0.798,1.0,0.192,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",70,model0001.bnet,0.21,1.0,0.218,0.782,0.782,0.782,,0.21,0.21,0.855,1.0,0.21,1.0,0.782,1.0,0.21,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",70,model0001.bnet,0.212,1.0,0.224,0.776,0.776,0.776,,0.212,0.212,0.855,1.0,,1.0,0.776,1.0,0.212,1.0,
"wt, no DNAdam",71,model0001.bnet,,0.797,,0.158,0.158,0.158,0.797,,,0.797,0.797,,0.61,0.61,0.797,,0.797,
"kras$\Delta$, no DNAdam, 0/0",71,model0001.bnet,,1.0,,,,,1.0,,,0.808,1.0,,0.608,0.608,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",71,model0001.bnet,0.128,1.0,0.134,,,,1.0,0.128,0.128,0.864,1.0,0.128,0.161,0.027,1.0,0.128,1.0,
"kras$\Delta$, DNAdam, chek1i/0",71,model0001.bnet,0.198,1.0,0.207,0.793,0.793,0.793,,0.198,0.198,0.857,1.0,0.198,1.0,0.793,1.0,0.198,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",71,model0001.bnet,0.199,1.0,0.209,0.791,0.791,0.791,,0.199,0.199,0.852,1.0,0.199,1.0,0.791,1.0,0.199,1.0,0.0
"kras$\Delta$, DNAdam, chek1i/mk2i",71,model0001.bnet,0.2,1.0,0.208,0.792,0.792,0.792,,0.2,0.2,0.868,1.0,,1.0,0.792,1.0,0.2,1.0,
"wt, no DNAdam",72,model0001.bnet,,0.804,,0.164,0.164,0.164,0.804,,,0.804,0.804,,0.336,0.336,0.804,,0.804,
"kras$\Delta$, no DNAdam, 0/0",72,model0001.bnet,,1.0,,,,,1.0,,,0.804,1.0,,0.246,0.246,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",72,model0001.bnet,0.032,1.0,0.035,,,,1.0,0.032,0.032,0.866,1.0,0.032,0.05,0.015,1.0,0.032,1.0,
"kras$\Delta$, DNAdam, chek1i/0",72,model0001.bnet,0.054,1.0,0.055,0.944,0.944,0.944,,0.054,0.054,0.858,1.0,0.054,1.0,0.944,1.0,0.054,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",72,model0001.bnet,0.05,1.0,0.054,0.946,0.946,0.946,,0.05,0.05,0.872,1.0,0.05,0.999,0.946,1.0,0.05,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",72,model0001.bnet,0.051,1.0,0.054,0.946,0.946,0.946,,0.051,0.051,0.859,1.0,,0.999,0.946,1.0,0.051,1.0,
"wt, no DNAdam",73,model0001.bnet,,0.82,,0.147,0.147,0.147,0.82,,,0.82,0.82,,0.33,0.33,0.82,,0.82,
"kras$\Delta$, no DNAdam, 0/0",73,model0001.bnet,,1.0,,,,,1.0,,,0.81,1.0,,0.25,0.25,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",73,model0001.bnet,0.036,1.0,0.039,,,,1.0,0.036,0.036,0.862,1.0,0.036,0.05,0.01,1.0,0.036,1.0,
"kras$\Delta$, DNAdam, chek1i/0",73,model0001.bnet,0.054,1.0,0.054,0.946,0.946,0.946,,0.054,0.054,0.853,1.0,0.054,0.999,0.945,1.0,0.054,1.0,0.0
"kras$\Delta$, DNAdam, 0/mk2i",73,model0001.bnet,0.05,1.0,0.053,0.947,0.947,0.947,,0.05,0.05,0.855,1.0,0.05,0.999,0.946,1.0,0.05,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",73,model0001.bnet,0.058,1.0,0.06,0.94,0.94,0.94,,0.058,0.058,0.858,1.0,,0.999,0.939,1.0,0.058,1.0,
"wt, no DNAdam",74,model0001.bnet,,0.8,,0.162,0.162,0.162,0.8,,,0.8,0.8,,0.339,0.339,0.8,,0.8,
"kras$\Delta$, no DNAdam, 0/0",74,model0001.bnet,,1.0,,,,,1.0,,,0.815,1.0,,0.259,0.259,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",74,model0001.bnet,0.035,1.0,0.038,,,,1.0,0.035,0.035,0.854,1.0,0.035,0.052,0.014,1.0,0.035,1.0,
"kras$\Delta$, DNAdam, chek1i/0",74,model0001.bnet,0.053,1.0,0.055,0.945,0.945,0.945,,0.053,0.053,0.859,1.0,0.053,0.999,0.943,1.0,0.053,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",74,model0001.bnet,0.048,1.0,0.05,0.949,0.949,0.949,,0.048,0.048,0.854,1.0,0.048,0.998,0.948,1.0,0.048,1.0,0.0
"kras$\Delta$, DNAdam, chek1i/mk2i",74,model0001.bnet,0.054,1.0,0.056,0.944,0.944,0.944,,0.054,0.054,0.856,1.0,,0.998,0.943,1.0,0.054,1.0,0.0
"wt, no DNAdam",75,model0001.bnet,,0.808,,0.157,0.157,0.157,0.808,,,0.808,0.808,,0.67,0.67,0.808,,0.808,
"kras$\Delta$, no DNAdam, 0/0",75,model0001.bnet,,1.0,,,,,1.0,,,0.816,1.0,,0.671,0.671,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",75,model0001.bnet,0.167,1.0,0.176,,,,1.0,0.167,0.167,0.874,1.0,0.167,0.203,0.027,1.0,0.167,1.0,
"kras$\Delta$, DNAdam, chek1i/0",75,model0001.bnet,0.224,1.0,0.239,0.761,0.761,0.761,,0.224,0.224,0.864,1.0,0.224,1.0,0.761,1.0,0.224,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",75,model0001.bnet,0.206,1.0,0.212,0.788,0.788,0.788,,0.206,0.206,0.872,1.0,0.206,1.0,0.788,1.0,0.206,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",75,model0001.bnet,0.224,1.0,0.236,0.764,0.764,0.764,,0.224,0.224,0.862,1.0,,1.0,0.764,1.0,0.224,1.0,
"wt, no DNAdam",76,model0001.bnet,,0.804,,0.16,0.16,0.16,0.804,,,0.804,0.804,,0.671,0.671,0.804,,0.804,
"kras$\Delta$, no DNAdam, 0/0",76,model0001.bnet,,1.0,,,,,1.0,,,0.805,1.0,,0.682,0.682,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",76,model0001.bnet,0.179,1.0,0.186,,,,1.0,0.179,0.179,0.86,1.0,0.179,0.214,0.028,1.0,0.179,1.0,
"kras$\Delta$, DNAdam, chek1i/0",76,model0001.bnet,0.224,1.0,0.234,0.766,0.766,0.766,,0.224,0.224,0.868,1.0,0.224,1.0,0.766,1.0,0.224,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",76,model0001.bnet,0.216,1.0,0.222,0.778,0.778,0.778,,0.216,0.216,0.862,1.0,0.216,1.0,0.778,1.0,0.216,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",76,model0001.bnet,0.242,1.0,0.254,0.746,0.746,0.746,,0.242,0.242,0.86,1.0,,1.0,0.746,1.0,0.242,1.0,
"wt, no DNAdam",77,model0001.bnet,,0.803,,0.165,0.165,0.165,0.803,,,0.803,0.803,,0.682,0.682,0.803,,0.803,
"kras$\Delta$, no DNAdam, 0/0",77,model0001.bnet,,1.0,,,,,1.0,,,0.822,1.0,,0.674,0.674,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",77,model0001.bnet,0.172,1.0,0.181,,,,1.0,0.172,0.172,0.854,1.0,0.172,0.216,0.035,1.0,0.172,1.0,
"kras$\Delta$, DNAdam, chek1i/0",77,model0001.bnet,0.215,1.0,0.229,0.771,0.771,0.771,,0.215,0.215,0.858,1.0,0.215,1.0,0.771,1.0,0.215,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",77,model0001.bnet,0.218,1.0,0.228,0.772,0.772,0.772,,0.218,0.218,0.851,1.0,0.218,1.0,0.772,1.0,0.218,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",77,model0001.bnet,0.21,1.0,0.222,0.778,0.778,0.778,,0.21,0.21,0.862,1.0,,1.0,0.778,1.0,0.21,1.0,
"wt, no DNAdam",78,model0001.bnet,,0.792,,0.175,0.175,0.175,0.792,,,0.792,0.792,,0.738,0.738,0.792,,0.792,
"kras$\Delta$, no DNAdam, 0/0",78,model0001.bnet,,1.0,,,,,1.0,,,0.804,1.0,,0.719,0.719,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",78,model0001.bnet,0.235,1.0,0.245,,,,1.0,0.235,0.235,0.858,1.0,0.235,0.27,0.025,1.0,0.235,1.0,
"kras$\Delta$, DNAdam, chek1i/0",78,model0001.bnet,0.292,1.0,0.3,0.7,0.7,0.7,,0.292,0.292,0.854,1.0,0.292,1.0,0.7,1.0,0.292,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",78,model0001.bnet,0.296,1.0,0.31,0.69,0.69,0.69,,0.296,0.296,0.855,1.0,0.296,1.0,0.69,1.0,0.296,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",78,model0001.bnet,0.318,1.0,0.327,0.673,0.673,0.673,,0.318,0.318,0.858,1.0,,1.0,0.673,1.0,0.318,1.0,
"wt, no DNAdam",79,model0001.bnet,,0.81,,0.16,0.16,0.16,0.81,,,0.81,0.81,,0.719,0.719,0.81,,0.81,
"kras$\Delta$, no DNAdam, 0/0",79,model0001.bnet,,1.0,,,,,1.0,,,0.806,1.0,,0.716,0.716,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",79,model0001.bnet,0.248,1.0,0.26,,,,1.0,0.248,0.248,0.869,1.0,0.248,0.286,0.026,1.0,0.248,1.0,
"kras$\Delta$, DNAdam, chek1i/0",79,model0001.bnet,0.281,1.0,0.291,0.709,0.709,0.709,,0.281,0.281,0.863,1.0,0.281,1.0,0.709,1.0,0.281,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",79,model0001.bnet,0.292,1.0,0.304,0.696,0.696,0.696,,0.292,0.292,0.861,1.0,0.292,1.0,0.696,1.0,0.292,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",79,model0001.bnet,0.327,1.0,0.338,0.662,0.662,0.662,,0.327,0.327,0.863,1.0,,1.0,0.662,1.0,0.327,1.0,
"wt, no DNAdam",80,model0001.bnet,,0.808,,0.161,0.161,0.161,0.808,,,0.808,0.808,,0.716,0.716,0.808,,0.808,
"kras$\Delta$, no DNAdam, 0/0",80,model0001.bnet,,1.0,,,,,1.0,,,0.803,1.0,,0.721,0.721,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",80,model0001.bnet,0.232,1.0,0.243,,,,1.0,0.232,0.232,0.872,1.0,0.232,0.272,0.029,1.0,0.232,1.0,
"kras$\Delta$, DNAdam, chek1i/0",80,model0001.bnet,0.29,1.0,0.303,0.697,0.697,0.697,,0.29,0.29,0.852,1.0,0.29,1.0,0.697,1.0,0.29,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",80,model0001.bnet,0.33,1.0,0.339,0.66,0.66,0.66,,0.33,0.33,0.854,1.0,0.33,1.0,0.66,1.0,0.33,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",80,model0001.bnet,0.326,1.0,0.338,0.662,0.662,0.662,,0.326,0.326,0.862,1.0,,1.0,0.662,1.0,0.326,1.0,
"wt, no DNAdam",81,model0001.bnet,,0.831,,0.034,0.034,0.034,0.831,,,0.831,0.831,,0.037,0.037,0.831,,0.831,
"kras$\Delta$, no DNAdam, 0/0",81,model0001.bnet,,1.0,,,,,1.0,,,0.797,1.0,,0.012,0.012,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",81,model0001.bnet,,1.0,,,,,1.0,,,0.84,1.0,,0.002,0.002,1.0,,1.0,
"kras$\Delta$, DNAdam, chek1i/0",81,model0001.bnet,,1.0,,1.0,0.994,1.0,,,,0.86,1.0,,0.995,0.995,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",81,model0001.bnet,,1.0,,1.0,0.995,0.998,,,,0.843,1.0,,0.995,0.993,1.0,,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",81,model0001.bnet,0.0,1.0,0.0,1.0,0.994,0.997,,0.0,0.0,0.857,1.0,,0.994,0.992,1.0,0.0,1.0,
"wt, no DNAdam",82,model0001.bnet,,0.812,,0.044,0.044,0.044,0.812,,,0.812,0.812,,0.047,0.047,0.812,,0.812,
"kras$\Delta$, no DNAdam, 0/0",82,model0001.bnet,,1.0,,,,,1.0,,,0.81,1.0,,0.011,0.011,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",82,model0001.bnet,,1.0,0.0,,,,1.0,,,0.847,1.0,,0.002,0.001,1.0,,1.0,
"kras$\Delta$, DNAdam, chek1i/0",82,model0001.bnet,0.0,1.0,0.0,0.999,0.99,0.997,,0.0,0.0,0.861,1.0,0.0,0.992,0.992,1.0,0.0,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",82,model0001.bnet,0.001,1.0,0.001,0.999,0.996,0.998,,0.001,0.001,0.863,1.0,0.001,0.997,0.996,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",82,model0001.bnet,0.0,1.0,0.001,0.999,0.993,0.997,,0.0,0.0,0.846,1.0,,0.993,0.991,1.0,0.0,1.0,
"wt, no DNAdam",83,model0001.bnet,,0.808,,0.044,0.044,0.044,0.808,,,0.808,0.808,,0.046,0.046,0.808,,0.808,
"kras$\Delta$, no DNAdam, 0/0",83,model0001.bnet,,1.0,,,,,1.0,,,0.801,1.0,,0.011,0.011,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",83,model0001.bnet,,1.0,,,,,1.0,,,0.854,1.0,,0.002,0.002,1.0,,1.0,
"kras$\Delta$, DNAdam, chek1i/0",83,model0001.bnet,,1.0,,1.0,0.995,0.999,,,,0.843,1.0,,0.997,0.996,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",83,model0001.bnet,0.0,1.0,0.0,0.998,0.992,0.996,,0.0,0.0,0.842,1.0,0.0,0.992,0.991,1.0,0.0,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",83,model0001.bnet,0.0,1.0,0.0,1.0,0.992,0.998,,0.0,0.0,0.86,1.0,,0.996,0.994,1.0,0.0,1.0,
"wt, no DNAdam",84,model0001.bnet,,0.808,,0.04,0.04,0.04,0.808,,,0.808,0.808,,0.052,0.052,0.808,,0.808,
"kras$\Delta$, no DNAdam, 0/0",84,model0001.bnet,,1.0,,,,,1.0,,,0.804,1.0,,0.028,0.028,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",84,model0001.bnet,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.849,1.0,0.0,0.008,0.008,1.0,0.0,1.0,
"kras$\Delta$, DNAdam, chek1i/0",84,model0001.bnet,0.001,1.0,0.002,0.998,0.996,0.998,,0.001,0.001,0.856,1.0,0.001,1.0,0.998,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",84,model0001.bnet,0.002,1.0,0.002,0.998,0.992,0.996,,0.002,0.002,0.866,1.0,0.002,0.999,0.996,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",84,model0001.bnet,0.002,1.0,0.002,0.997,0.992,0.996,,0.002,0.002,0.847,1.0,,0.998,0.995,1.0,0.002,1.0,
"wt, no DNAdam",85,model0001.bnet,,0.8,,0.039,0.039,0.039,0.8,,,0.8,0.8,,0.048,0.048,0.8,,0.8,
"kras$\Delta$, no DNAdam, 0/0",85,model0001.bnet,,1.0,,,,,1.0,,,0.804,1.0,,0.027,0.027,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",85,model0001.bnet,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.851,1.0,0.0,0.008,0.007,1.0,0.0,1.0,
"kras$\Delta$, DNAdam, chek1i/0",85,model0001.bnet,0.002,1.0,0.002,0.998,0.993,0.997,,0.002,0.002,0.846,1.0,0.002,0.998,0.997,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",85,model0001.bnet,0.001,1.0,0.001,0.999,0.995,0.998,,0.001,0.001,0.846,1.0,0.001,0.998,0.998,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",85,model0001.bnet,0.002,1.0,0.002,0.997,0.993,0.995,,0.002,0.002,0.859,1.0,,0.998,0.995,1.0,0.002,1.0,
"wt, no DNAdam",86,model0001.bnet,,0.795,,0.036,0.036,0.036,0.795,,,0.795,0.795,,0.048,0.048,0.795,,0.795,
"kras$\Delta$, no DNAdam, 0/0",86,model0001.bnet,,1.0,,,,,1.0,,,0.805,1.0,,0.036,0.036,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",86,model0001.bnet,0.001,1.0,0.001,,,,1.0,0.001,0.001,0.85,1.0,0.001,0.008,0.007,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/0",86,model0001.bnet,0.003,1.0,0.004,0.996,0.992,0.994,,0.003,0.003,0.864,1.0,0.003,0.998,0.994,1.0,0.003,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",86,model0001.bnet,0.002,1.0,0.002,0.998,0.994,0.998,,0.002,0.002,0.858,1.0,0.002,1.0,0.998,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",86,model0001.bnet,0.001,1.0,0.002,0.997,0.991,0.995,,0.001,0.001,0.838,1.0,,0.997,0.994,1.0,0.001,1.0,
"wt, no DNAdam",87,model0001.bnet,,0.82,,0.031,0.031,0.031,0.82,,,0.82,0.82,,0.042,0.042,0.82,,0.82,
"kras$\Delta$, no DNAdam, 0/0",87,model0001.bnet,,1.0,,,,,1.0,,,0.806,1.0,,0.038,0.038,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",87,model0001.bnet,0.002,1.0,0.002,,,,1.0,0.002,0.002,0.853,1.0,0.002,0.01,0.008,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/0",87,model0001.bnet,0.002,1.0,0.002,0.997,0.993,0.996,,0.002,0.002,0.852,1.0,0.002,0.998,0.996,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",87,model0001.bnet,0.001,1.0,0.001,0.999,0.994,0.998,,0.001,0.001,0.863,1.0,0.001,0.999,0.998,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",87,model0001.bnet,0.004,1.0,0.004,0.996,0.991,0.996,,0.004,0.004,0.856,1.0,,1.0,0.996,1.0,0.004,1.0,
"wt, no DNAdam",88,model0001.bnet,,0.802,,0.038,0.038,0.038,0.802,,,0.802,0.802,,0.051,0.051,0.802,,0.802,
"kras$\Delta$, no DNAdam, 0/0",88,model0001.bnet,,1.0,,,,,1.0,,,0.797,1.0,,0.032,0.032,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",88,model0001.bnet,0.002,1.0,0.002,,,,1.0,0.002,0.002,0.847,1.0,0.002,0.005,0.004,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/0",88,model0001.bnet,0.004,1.0,0.004,0.996,0.99,0.995,,0.004,0.004,0.848,1.0,0.004,0.999,0.995,1.0,0.004,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",88,model0001.bnet,0.002,1.0,0.003,0.997,0.992,0.996,,0.002,0.002,0.852,1.0,0.002,1.0,0.996,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",88,model0001.bnet,0.003,1.0,0.004,0.995,0.991,0.994,,0.003,0.003,0.852,1.0,,0.998,0.994,1.0,0.003,1.0,
"wt, no DNAdam",89,model0001.bnet,,0.8,,0.036,0.036,0.036,0.8,,,0.8,0.8,,0.046,0.046,0.8,,0.8,
"kras$\Delta$, no DNAdam, 0/0",89,model0001.bnet,,1.0,,,,,1.0,,,0.794,1.0,,0.037,0.037,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",89,model0001.bnet,0.001,1.0,0.002,,,,1.0,0.001,0.001,0.845,1.0,0.001,0.008,0.006,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/0",89,model0001.bnet,0.002,1.0,0.002,0.997,0.995,0.997,,0.002,0.002,0.848,1.0,0.002,1.0,0.997,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",89,model0001.bnet,0.002,1.0,0.002,0.997,0.994,0.997,,0.002,0.002,0.847,1.0,0.002,0.999,0.997,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",89,model0001.bnet,0.005,1.0,0.006,0.994,0.988,0.993,,0.005,0.005,0.856,1.0,,0.999,0.993,1.0,0.005,1.0,
"wt, no DNAdam",90,model0001.bnet,,0.806,,0.043,0.043,0.043,0.806,,,0.806,0.806,,0.058,0.058,0.806,,0.806,
"kras$\Delta$, no DNAdam, 0/0",90,model0001.bnet,,1.0,,,,,1.0,,,0.798,1.0,,0.032,0.032,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",90,model0001.bnet,0.004,1.0,0.004,,,,1.0,0.004,0.004,0.854,1.0,0.004,0.01,0.006,1.0,0.004,1.0,
"kras$\Delta$, DNAdam, chek1i/0",90,model0001.bnet,0.001,1.0,0.001,0.999,0.998,0.999,,0.001,0.001,0.854,1.0,0.001,0.999,0.998,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",90,model0001.bnet,0.001,1.0,0.002,0.998,0.997,0.998,,0.001,0.001,0.847,1.0,0.001,0.999,0.997,1.0,0.001,1.0,
"kras$\Delta$, DNAdam, chek1i/mk2i",90,model0001.bnet,0.001,1.0,0.002,0.998,0.997,0.998,,0.001,0.001,0.863,1.0,,0.999,0.998,1.0,0.001,1.0,
"wt, no DNAdam",91,model0001.bnet,,0.818,,0.036,0.036,0.036,0.818,,,0.818,0.818,,0.05,0.05,0.818,,0.818,
"kras$\Delta$, no DNAdam, 0/0",91,model0001.bnet,,1.0,,,,,1.0,,,0.796,1.0,,0.038,0.038,1.0,,1.0,
"kras$\Delta$, DNAdam, 0/0",91,model0001.bnet,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.855,1.0,0.0,0.008,0.008,1.0,0.0,1.0,
"kras$\Delta$, DNAdam, chek1i/0",91,model0001.bnet,0.002,1.0,0.002,0.998,0.998,0.998,,0.002,0.002,0.84,1.0,0.002,0.998,0.997,1.0,0.002,1.0,
"kras$\Delta$, DNAdam, 0/mk2i",91,model0001.bnet,0.002,1.0,0.002,0.998,0.998,0.998,,0.002,0.002,0.859,1.0,0.002,0.998,0.996,1.0,0.002,1.0,
