conds,parset,model,ATM_ATR,BRAF,CASP3,CDC25A,CDC25B_C,CDK1,CHEK1,CHEK2,DSB_SSB,EGFR,MEK,MK2,Mitosis,Proliferation,RAS,TP53,p38
"kras$\Delta$, DNAdam, chek1i/0",212,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.025,0.9999999999999999,0.026000000000000002,0.07,0.07,0.07,,0.025,0.025,0.8524999999999999,0.9999999999999999,0.025,0.1015,0.0755,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",212,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0185,1.0,0.0185,0.071,0.071,0.071,0.0185,0.0185,0.0185,0.854,1.0,,0.092,0.0735,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",212,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.02,1.0,0.022000000000000002,0.0925,0.0925,0.0925,,0.02,0.02,0.842,1.0,,0.11449999999999999,0.0925,1.0,,1.0
"wt, no DNAdam",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.805,,0.1955,0.1955,0.1955,,,,0.805,0.805,,0.1955,0.1955,0.805,,0.805
"kras$\Delta$, no DNAdam, 0/0",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.1965,0.1965,0.1965,,,,0.7989999999999999,1.0,,0.1965,0.1965,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0045000000000000005,0.9999999999999998,0.005,0.08249999999999999,0.08249999999999999,0.08249999999999999,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.8414999999999998,0.9999999999999998,0.0045000000000000005,0.10899999999999999,0.104,0.9999999999999998,,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/0",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0055,0.9999999999999999,0.0055,0.097,0.097,0.097,,0.0055,0.0055,0.8464999999999999,0.9999999999999999,0.0055,0.115,0.1095,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0035,1.0,0.0045000000000000005,0.0685,0.0685,0.0685,0.0035,0.0035,0.0035,0.857,1.0,,0.08349999999999999,0.079,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",213,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0075,0.9999999999999999,0.0075,0.11,0.11,0.11,,0.0075,0.0075,0.8324999999999999,0.9999999999999999,,0.12,0.1125,0.9999999999999999,,0.9999999999999999
"wt, no DNAdam",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8190000000000001,,0.1835,0.1835,0.1835,,,,0.8190000000000001,0.8190000000000001,,0.1835,0.1835,0.8190000000000001,,0.8190000000000001
"kras$\Delta$, no DNAdam, 0/0",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.9999999999999999,,0.197,0.197,0.197,,,,0.8109999999999999,0.9999999999999999,,0.197,0.197,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.023,1.0,0.024,0.0655,0.0655,0.0655,0.023,0.023,0.023,0.8525,1.0,0.023,0.0975,0.0735,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0175,1.0,0.018500000000000003,0.0685,0.0685,0.0685,,0.0175,0.0175,0.851,1.0,0.0175,0.0955,0.077,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.027,1.0,0.0275,0.058499999999999996,0.058499999999999996,0.058499999999999996,0.027,0.027,0.027,0.858,1.0,,0.092,0.0645,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",214,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.028499999999999998,0.9999999999999999,0.0305,0.0835,0.0835,0.0835,,0.028499999999999998,0.028499999999999998,0.8484999999999999,0.9999999999999999,,0.1145,0.084,0.9999999999999999,,0.9999999999999999
"wt, no DNAdam",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8075,,0.1805,0.1805,0.1805,,,,0.8075,0.8075,,0.1805,0.1805,0.8075,,0.8075
"kras$\Delta$, no DNAdam, 0/0",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.20350000000000001,0.20350000000000001,0.20350000000000001,,,,0.8045,1.0,,0.20350000000000001,0.20350000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.029500000000000002,1.0,0.0315,0.053500000000000006,0.053500000000000006,0.053500000000000006,0.029500000000000002,0.029500000000000002,0.029500000000000002,0.8624999999999999,1.0,0.029500000000000002,0.08600000000000001,0.0545,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.035500000000000004,0.9999999999999998,0.036000000000000004,0.06949999999999999,0.06949999999999999,0.06949999999999999,,0.035500000000000004,0.035500000000000004,0.8519999999999999,0.9999999999999998,0.035500000000000004,0.10800000000000001,0.072,0.9999999999999998,,0.9999999999999998
"kras$\Delta$, DNAdam, 0/mk2i",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.035,1.0000000000000002,0.035,0.062,0.062,0.062,0.035,0.035,0.035,0.8565,1.0000000000000002,,0.101,0.066,1.0000000000000002,,1.0000000000000002
"kras$\Delta$, DNAdam, chek1i/mk2i",215,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.038,1.0,0.0395,0.07899999999999999,0.07899999999999999,0.07899999999999999,,0.038,0.038,0.839,1.0,,0.119,0.07949999999999999,1.0,,1.0
"wt, no DNAdam",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.7855,,0.2705,0.2705,0.2705,,,,0.7855,0.7855,,0.2705,0.2705,0.7855,,0.7855
"kras$\Delta$, no DNAdam, 0/0",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.256,0.256,0.256,,,,0.7965000000000001,1.0,,0.256,0.256,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.107,0.107,0.107,,,,0.8394999999999999,1.0,,0.108,0.108,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.9999999999999999,,0.1185,0.1185,0.1185,,,,0.8304999999999999,0.9999999999999999,,0.1185,0.1185,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.0925,0.0925,0.0925,,,,0.8634999999999999,1.0,,0.094,0.094,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",216,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.1245,0.1245,0.1245,,,,0.8465,1.0,,0.1245,0.1245,1.0,,1.0
"wt, no DNAdam",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.794,,0.2615,0.2615,0.2615,,,,0.794,0.794,,0.2615,0.2615,0.794,,0.794
"kras$\Delta$, no DNAdam, 0/0",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.236,0.236,0.236,,,,0.8165,1.0,,0.236,0.236,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.0975,0.0975,0.0975,0.0005,0.0005,0.0005,0.85,1.0,0.0005,0.099,0.0985,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,0.9999999999999999,0.0005,0.1115,0.1115,0.1115,,0.0005,0.0005,0.8474999999999999,0.9999999999999999,0.0005,0.113,0.1125,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.091,0.091,0.091,0.001,0.001,0.001,0.86,1.0,,0.0925,0.0915,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",217,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.1255,0.1255,0.1255,,0.0005,0.0005,0.8394999999999999,1.0,,0.126,0.1255,1.0,,1.0
"wt, no DNAdam",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.7985,,0.257,0.257,0.257,,,,0.7985,0.7985,,0.257,0.257,0.7985,,0.7985
"kras$\Delta$, no DNAdam, 0/0",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.258,0.258,0.258,,,,0.798,1.0,,0.258,0.258,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.092,0.092,0.092,0.0005,0.0005,0.0005,0.8505,1.0,0.0005,0.0925,0.092,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0015,0.9999999999999999,0.0015,0.1,0.1,0.1,,0.0015,0.0015,0.8524999999999999,0.9999999999999999,0.0015,0.10200000000000001,0.1005,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.002,0.9999999999999999,0.002,0.09899999999999999,0.09899999999999999,0.09899999999999999,0.002,0.002,0.002,0.8484999999999999,0.9999999999999999,,0.10149999999999999,0.09949999999999999,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",218,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.1145,0.1145,0.1145,,0.001,0.001,0.859,1.0,,0.1155,0.1145,1.0,,1.0
"wt, no DNAdam",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8025,,0.2475,0.2475,0.2475,,,,0.8025,0.8025,,0.2475,0.2475,0.8025,,0.8025
"kras$\Delta$, no DNAdam, 0/0",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.2455,0.2455,0.2455,,,,0.8085,1.0,,0.2455,0.2455,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.088,0.088,0.088,0.0005,0.0005,0.0005,0.854,1.0,0.0005,0.0945,0.094,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.114,0.114,0.114,,0.001,0.001,0.8385,1.0,0.001,0.12000000000000001,0.11900000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.0975,0.0975,0.0975,0.001,0.001,0.001,0.848,1.0,,0.1035,0.1025,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",219,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.10250000000000001,0.10250000000000001,0.10250000000000001,,0.001,0.001,0.8634999999999999,1.0,,0.10350000000000001,0.10250000000000001,1.0,,1.0
"wt, no DNAdam",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.791,,0.2625,0.2625,0.2625,,,,0.791,0.791,,0.2625,0.2625,0.791,,0.791
"kras$\Delta$, no DNAdam, 0/0",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.9999999999999999,,0.23299999999999998,0.23299999999999998,0.23299999999999998,,,,0.813,0.9999999999999999,,0.23299999999999998,0.23299999999999998,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/0",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0025,0.9999999999999999,0.0025,0.0985,0.0985,0.0985,0.0025,0.0025,0.0025,0.8439999999999999,0.9999999999999999,0.0025,0.10300000000000001,0.1005,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.004,1.0,0.004,0.113,0.113,0.113,,0.004,0.004,0.8484999999999999,1.0,0.004,0.1185,0.1145,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.003,1.0,0.003,0.079,0.079,0.079,0.003,0.003,0.003,0.8635,1.0,,0.0835,0.0805,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",220,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0025,1.0,0.0025,0.123,0.123,0.123,,0.0025,0.0025,0.8414999999999999,1.0,,0.1255,0.123,1.0,,1.0
"wt, no DNAdam",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.79,,0.2625,0.2625,0.2625,,,,0.79,0.79,,0.2625,0.2625,0.79,,0.79
"kras$\Delta$, no DNAdam, 0/0",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.252,0.252,0.252,,,,0.7975,1.0,,0.252,0.252,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006,0.9999999999999999,0.006,0.098,0.098,0.098,0.006,0.006,0.006,0.83,0.9999999999999999,0.006,0.105,0.099,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0055,1.0,0.0055,0.1055,0.1055,0.1055,,0.0055,0.0055,0.839,1.0,0.0055,0.11149999999999999,0.106,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0045000000000000005,0.9999999999999999,0.0045000000000000005,0.104,0.104,0.104,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.8429999999999999,0.9999999999999999,,0.10999999999999999,0.1055,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",221,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.004999999999999999,1.0,0.004999999999999999,0.11049999999999999,0.11049999999999999,0.11049999999999999,,0.004999999999999999,0.004999999999999999,0.855,1.0,,0.11549999999999999,0.11049999999999999,1.0,,1.0
"wt, no DNAdam",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.7985000000000001,,0.2565,0.2565,0.2565,,,,0.7985000000000001,0.7985000000000001,,0.2565,0.2565,0.7985000000000001,,0.7985000000000001
"kras$\Delta$, no DNAdam, 0/0",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.23399999999999999,0.23399999999999999,0.23399999999999999,,,,0.8130000000000001,1.0,,0.23399999999999999,0.23399999999999999,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0015,1.0,0.002,0.0955,0.0955,0.0955,0.0015,0.0015,0.0015,0.8425,1.0,0.0015,0.101,0.099,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0015,1.0,0.0015,0.1265,0.1265,0.1265,,0.0015,0.0015,0.8345,1.0,0.0015,0.134,0.1325,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.0905,0.0905,0.0905,0.0005,0.0005,0.0005,0.8555,1.0,,0.0915,0.091,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",222,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0015,1.0,0.0015,0.11349999999999999,0.11349999999999999,0.11349999999999999,,0.0015,0.0015,0.8534999999999999,1.0,,0.11499999999999999,0.11349999999999999,1.0,,1.0
"wt, no DNAdam",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8265,,0.22399999999999998,0.22399999999999998,0.22399999999999998,,,,0.8265,0.8265,,0.22399999999999998,0.22399999999999998,0.8265,,0.8265
"kras$\Delta$, no DNAdam, 0/0",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.2475,0.2475,0.2475,,,,0.8045,1.0,,0.2475,0.2475,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006,1.0,0.006,0.0805,0.0805,0.0805,0.006,0.006,0.006,0.862,1.0,0.006,0.08950000000000001,0.0835,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0035,1.0,0.0035,0.10700000000000001,0.10700000000000001,0.10700000000000001,,0.0035,0.0035,0.852,1.0,0.0035,0.114,0.1105,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006999999999999999,0.9999999999999999,0.006999999999999999,0.098,0.098,0.098,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.8439999999999999,0.9999999999999999,,0.10700000000000001,0.1,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",223,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006,1.0,0.006500000000000001,0.1215,0.1215,0.1215,,0.006,0.006,0.8425,1.0,,0.128,0.1215,1.0,,1.0
"wt, no DNAdam",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.792,,0.2585,0.2585,0.2585,,,,0.792,0.792,,0.2585,0.2585,0.792,,0.792
"kras$\Delta$, no DNAdam, 0/0",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.252,0.252,0.252,,,,0.8055,1.0,,0.252,0.252,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.007,0.9999999999999998,0.007,0.0905,0.0905,0.0905,0.007,0.007,0.007,0.8539999999999999,0.9999999999999998,0.007,0.101,0.094,0.9999999999999998,,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/0",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006500000000000001,0.9999999999999999,0.007,0.0915,0.0915,0.0915,,0.006500000000000001,0.006500000000000001,0.865,0.9999999999999999,0.006500000000000001,0.09899999999999999,0.092,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.005,0.9999999999999998,0.005,0.08549999999999999,0.08549999999999999,0.08549999999999999,0.005,0.005,0.005,0.8584999999999998,0.9999999999999998,,0.093,0.088,0.9999999999999998,,0.9999999999999998
"kras$\Delta$, DNAdam, chek1i/mk2i",224,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.013000000000000001,1.0,0.014,0.1225,0.1225,0.1225,,0.013000000000000001,0.013000000000000001,0.832,1.0,,0.1365,0.1225,1.0,,1.0
"wt, no DNAdam",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.81,,0.2445,0.2445,0.2445,,,,0.81,0.81,,0.2445,0.2445,0.81,,0.81
"kras$\Delta$, no DNAdam, 0/0",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.2445,0.2445,0.2445,,,,0.8125,1.0,,0.2445,0.2445,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.9999999999999999,0.0005,0.0955,0.0955,0.0955,,,,0.847,0.9999999999999999,,0.1015,0.101,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.11599999999999999,0.11599999999999999,0.11599999999999999,,0.0005,0.0005,0.864,1.0,0.0005,0.121,0.1205,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0005,1.0,0.0005,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.0005,0.0005,0.0005,0.8385,1.0,,0.123,0.1225,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",225,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.001,1.0,0.001,0.14650000000000002,0.14650000000000002,0.14650000000000002,,0.001,0.001,0.8495,1.0,,0.14750000000000002,0.14650000000000002,1.0,,1.0
"wt, no DNAdam",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8115,,0.2385,0.2385,0.2385,,,,0.8115,0.8115,,0.2385,0.2385,0.8115,,0.8115
"kras$\Delta$, no DNAdam, 0/0",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.2415,0.2415,0.2415,,,,0.8085,1.0,,0.2415,0.2415,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0045000000000000005,0.9999999999999999,0.0045000000000000005,0.10550000000000001,0.10550000000000001,0.10550000000000001,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.8519999999999999,0.9999999999999999,0.0045000000000000005,0.113,0.10850000000000001,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.006,1.0,0.006,0.1345,0.1345,0.1345,,0.006,0.006,0.837,1.0,0.006,0.14300000000000002,0.137,1.0,,1.0
"kras$\Delta$, DNAdam, 0/mk2i",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.004,1.0,0.004,0.106,0.106,0.106,0.004,0.004,0.004,0.8384999999999999,1.0,,0.1125,0.1085,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/mk2i",226,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.002,1.0,0.0025,0.14100000000000001,0.14100000000000001,0.14100000000000001,,0.002,0.002,0.8535,1.0,,0.14350000000000002,0.14100000000000001,1.0,,1.0
"wt, no DNAdam",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8185,,0.23399999999999999,0.23399999999999999,0.23399999999999999,,,,0.8185,0.8185,,0.23399999999999999,0.23399999999999999,0.8185,,0.8185
"kras$\Delta$, no DNAdam, 0/0",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.244,0.244,0.244,,,,0.8140000000000001,1.0,,0.244,0.244,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0095,0.9999999999999999,0.01,0.0895,0.0895,0.0895,0.0095,0.0095,0.0095,0.855,0.9999999999999999,0.0095,0.1015,0.0915,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/0",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0025,0.9999999999999999,0.003,0.1185,0.1185,0.1185,,0.0025,0.0025,0.8494999999999999,0.9999999999999999,0.0025,0.123,0.12,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, 0/mk2i",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0065,0.9999999999999999,0.006999999999999999,0.10450000000000001,0.10450000000000001,0.10450000000000001,0.0065,0.0065,0.0065,0.8454999999999999,0.9999999999999999,,0.114,0.10700000000000001,0.9999999999999999,,0.9999999999999999
"kras$\Delta$, DNAdam, chek1i/mk2i",227,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0055,1.0,0.0055,0.14700000000000002,0.14700000000000002,0.14700000000000002,,0.0055,0.0055,0.853,1.0,,0.1525,0.14700000000000002,1.0,,1.0
"wt, no DNAdam",228,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,0.8015,,0.259,0.259,0.259,,,,0.8015,0.8015,,0.259,0.259,0.8015,,0.8015
"kras$\Delta$, no DNAdam, 0/0",228,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,,1.0,,0.222,0.222,0.222,,,,0.8290000000000001,1.0,,0.222,0.222,1.0,,1.0
"kras$\Delta$, DNAdam, 0/0",228,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.0045000000000000005,1.0,0.0045000000000000005,0.0985,0.0985,0.0985,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.8434999999999999,1.0,0.0045000000000000005,0.123,0.11850000000000001,1.0,,1.0
"kras$\Delta$, DNAdam, chek1i/0",228,krasreduced_dnarep_simplif_mitot_catast_chek1ATMATR_TP53mapk.bnet,0.003,0.9999999999999999,0.003,0.121,0.121,0.121,,0.003,0.003,0.8544999999999999,0.9999999999999999,0.003,0.1385,0.1355,0.9999999999999999,,0.9999999999999999
